category,name,price,description,veg_nonveg,spice_level,source_file
Bakery By Bikanervala,Biscuit Jeera 400g,₹139.83,"Carbohydrate-grams/miligrams-54.5g 34g Protein-grams/miligrams-6.7g Calorie-KiloCalorie (KCAL)-550.8 kcal  CONTAINS :  WHEAT, SESAME AND MILK, May also contain traces of Nuts, Soy, Oats and Peanut.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Cookies Multigrain 300g,₹139.83,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Biscuit Ajwain 400g,₹139.83,"Carbohydrate-grams/miligrams-55.8g 32.2g Protein-grams/miligrams-6.6g Calorie-KiloCalorie (KCAL)-539.4 kcal  CONTAINS :  WHEAT, SESAME AND MILK, May also contain traces of Nuts, Soy, Oats and Peanut.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Biscuit Namkeen Kaju 400g,₹139.83,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Biscuit Almond Pista 400g,₹186.44,"Carbohydrate-grams/miligrams-59g 31.7g Protein-grams/miligrams-6.5g Calorie-KiloCalorie (KCAL)-547.3 kcal  CONTAINS :  WHEAT, SESAME, NUTS (ALMOND & PISTACHIO) AND MILK, May also contain traces of Nuts, Soy, Oats and Peanut.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Biscuit Marble 400g,₹127.12,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Turkish Baklava Box 6 in 1,₹904.76,Turkish Baklava Box 6 in 1: A box of Turkish baklava with six different varieties.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Kaju Pyramid Baklava,₹267.75,Baklava Kaju Pyramid: Cashew (kaju) baklava shaped like a pyramid.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Assorted Baklava Twenty Five Pcs.,₹1047.62,Assorted Baklava Twenty Five Pcs: A box of twenty-five assorted baklava pieces.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Pista Pyramid Baklava,₹525,Baklava Pista Pyramid: Pistachio (pista) baklava shaped like a pyramid.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Assorted Baklava Fifteen Pcs,₹738.10,Assorted Baklava Fifteen Pcs: A box of fifteen assorted baklava pieces.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Mix fruit Tart Baklava,₹350,Baklava Mix fruit Tart: Baklava filled with mixed fruits.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Turkish Baklava Box 4 in 1,₹1000,Turkish Baklava Box 4 in 1: A box of Turkish baklava with four different varieties.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Bakery By Bikanervala,Badam Pyramid Baklava,₹290,Baklava Badam Pyramid: Almond (badam) baklava shaped like a pyramid.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Crispy Plain 200g,₹85.71,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Multi Grain Jeera 200gm,₹100,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Bhakari Cream Onion 180gm,₹78.10,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Olive Cheese 200g,₹100,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Bhakari Adarak chilli 180gm,₹78.10,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Cryspy Ajwain 200g,₹85.71,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Kasuri Methi 200g,₹85.71,Khakra with Kasuri Methi is a delightful and crunchy snack that combines the earthy flavors of fenugreek leaves with the spiciness of red chili powder. It's perfect for tea time or as an accompaniment to Indian meals.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Bhakari jaggery 180gm,₹78.10,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra moringa 200gm,₹100,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Vitamin-D-200g,₹100,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Kari Patta 200g,₹100,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Khakhra Masala 200g,₹85.71,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Elaichi Rusk 400G,₹119.05,Elaichi Rusk 400G: A 400-gram pack of cardamom-flavored rusks.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Methi Puff300gm,₹110.17,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Ajwain Puff 300G,₹101.69,Ajwain Puff 300G: A 300-gram pack of puffs flavored with ajwain (carom seeds).,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Plain Puff 300G,₹101.69,Plain Puff 300G: A 300-gram pack of plain puffs.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Suji Rusk 600G,₹114.29,Suji Rusk 600G: A 600-gram pack of semolina (suji) rusks.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Masala Marori Puff 300G,₹101.69,Masala Marori Puff 300G: A 300-gram pack of puffs filled with a spicy masala mix.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Jeera Puff 300G,₹101.69,Jeera Puff 300G: A 300-gram pack of puffs flavored with jeera (cumin seeds).,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Saunf Rusk 400G,₹104.76,Saunf Rusk 400G: A 400-gram pack of fennel-flavored rusks.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Diet Mixture (500g),₹200.89,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Diet Mixture 600g,₹160.71,"A healthy namkeen mix with a blend of roasted grains, lentils, and light seasoning, perfect for guilt-free snacking.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Ajwain Cookies 400g,₹118.64,Baked Del Ajwain Cookies 400g: A 400-gram pack of savory ajwain-flavored cookies.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Milk Kaju Cookies 400g,₹152.54,Baked Del Milk Kaju Cookies 400g: A 400-gram pack of milk-flavored cookies with cashew nuts.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Kaju Pista 400g,₹169.49,Baked Del Kaju Pista 400g: A 400-gram pack of cookies with cashew and pistachio.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Namkeen-Kaju Cookies 400g,₹144.07,Baked Del Nam Kaju Cookies 400g: A 400-gram pack of savory cookies made with cashew nuts.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Choco Kaju 400g,₹144.06,Baked Del Choco Kaju 400g: A 400-gram pack of chocolate-flavored cookies with cashews.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Marble 400g,₹118.64,"Baked Del Marble 400g: A 400-gram pack of marble cookies, with a mix of vanilla and chocolate flavors swirled together.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Jeera Cookies 400g,₹118.64,Baked Del Jeera Cookies 400g: A 400-gram pack of savory cumin-flavored cookies.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Coconut Cookies 400g,₹144.06,Baked Del Coconut Cookies 400g: A 400-gram pack of coconut-flavored cookies.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Soan Papdi Desi Ghee,₹104.76,"Soan Papdi made with Desi Ghee is a rich and indulgent variation of the popular Indian sweet delicacy. Desi ghee, or clarified butter made from cow's milk, adds a unique and luxurious flavor to Soan Papdi.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chana Almond Bite 400G,₹285.72,"A crunchy blend of chickpeas and almonds, lightly sweetened for a nutty delight.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Soan Papdi 900g,₹257.14,"Premium packaging of the popular sweet, made with carefully selected ingredients for an authentic taste.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Dal Makhani RTE 300g,₹89.29,"Bikano Dal Makhani RTE (Ready-to-Eat) offers the authentic taste of this beloved Indian dish in a convenient package. Made with rich black lentils, kidney beans, and aromatic spices, this ready-to-eat meal provides a quick and delicious option for those craving the flavors of home-cooked dal makhani on the go.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Plain Basmati Rice RTE 250g,₹67.80,"Bikano Plain Basmati Rice Ready-to-Eat offers convenience without compromising on flavor. Made from premium quality basmati rice, it's pre-cooked and seasoned, ready to enjoy in minutes. With its fluffy texture and aromatic taste, this convenient meal option is perfect for busy days when you crave a quick and satisfying dish.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Bhaji RTE 300g,₹84.75,"Ready-to-eat bhaji, crafted with a blend of spices and vegetables, perfect for a quick and tasty meal.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Jeera Basmati Rice RTE 250g,₹76.27,"Bikano Jeera Basmati Rice RTE offers convenience without compromising on flavor. Made from premium quality basmati rice infused with aromatic cumin seeds, it provides a fragrant and flavorful meal in minutes. Perfect for busy days or quick meals, Bikano Jeera Basmati Rice RTE ensures a delicious and hassle-free dining experience.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Shahi Paneer RTE 300g,₹105.93,"Bikano Shahi Paneer Ready-to-Eat (RTE) offers a taste of royal indulgence in a convenient package. This creamy and flavorful dish features tender paneer (Indian cottage cheese) simmered in a rich and aromatic gravy. Ready to be enjoyed in minutes, Bikano Shahi Paneer RTE is a delicious meal option for any occasion.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Pickle Tomato Garlic 400G,₹133.93,"A unique blend of tangy tomatoes and savory garlic, spiced to perfection.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Pickle Lemon Sweet 400G,₹107.14,"Sweet and tangy lemon pickle made with traditional recipes, perfect for pairing with meals.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Pickle Mix 400G,₹107.14,"A medley of handpicked vegetables and spices, this mixed pickle is a tangy and spicy addition to any meal.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Pickle Green Chilli 400G,₹107.14,Spicy and zesty green chili pickle that adds an extra kick to your meals.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Pickle Red Chilli 400G,₹160.71,"Bold and fiery red chili pickle, prepared with authentic spices for heat lovers.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Pickle Lemon Masala 400G,₹107.14,"Refreshing lemon pickle blended with special masalas, providing a tangy and mildly spicy flavor.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Tomato & Chilli Foxnut 80G,₹214.29,Foxnut Tomato & Chilli 80G: An 80-gram pack of tomato and chili-flavored fox nuts.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Plain Salted Foxnut 80G,₹214.29,Foxnut Plain Salted 80G: An 80-gram pack of plain salted fox nuts.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Pudina Masala Foxnut 80G,₹214.29,Foxnut Pudina Masala 80G: An 80-gram pack of mint-flavored fox nuts.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chatpata Masala Foxnut 80G,₹214.29,Foxnut Chatpata Masala 80G: An 80-gram pack of spicy and tangy masala-flavored fox nuts.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Achari Mathi 400g,₹129.46,"Crispy and savory mathi with tangy pickled spices, offering a burst of traditional flavors with every bite.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chai Puri 400g,₹107.14,"Crunchy and lightly spiced puris, perfect for tea-time or a quick savory snack.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Matar Para 400G,₹107.14,Matar Para is ready to be enjoyed as a crunchy snack. Serve it with tea or as a tasty nibble during parties and gatherings. It's a delightful treat with a blend of spices and the earthy flavor of green peas.Item Includes 400g packaged Matar Para.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Aloo Chips 100g,₹31.25,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chips Simply Salted 75g,₹44.64,"Classic salted potato chips, perfectly crispy and ideal for satisfying simple cravings.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chips Tangy Tomato 75g,₹44.64,Flavorful chips coated in a tangy tomato seasoning for a burst of taste with every bite.,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chips Cream And Onion 75g,₹44.64,"Savory chips coated in a creamy and oniony flavor, offering a perfect blend of taste in every bite.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chips Chatak Masala 75g,₹44.64,Tangy and spicy potato chips with a zesty chatak masala seasoning for an extra kick of flavor.,Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Chatax Masala 100g,₹44.64,"Tangy, spicy, and crunchy snack mix, combining bold masala flavors for a burst of excitement with each munch.",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Bikano thandai syrup 700ml,₹258.93,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Syrup Jeera Shikanji 750 ML,₹144.07,"Refreshing jeera shikanji syrup with a tangy and flavorful taste, ideal for cooling drinks.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Dry Petha 400g,₹104.76,"A sweet and translucent Indian candy made from ash gourd (winter melon) that's candied and dried. It's known for its mild sweetness and delightful texture.""",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Angoori Kesar Petha RTE 300g,₹95.23,"Angoori Kesar Petha is known for its sweet and saffron-infused flavor, as well as its distinctive translucent appearance. It's a delightful treat to enjoy on special occasions or as a traditional Indian sweet.Item includes Angoori Kesar Petha well RTE packed with net weight of 300g.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Dry Kesar Petha 400g,₹114.29,"Bikano Kesar Petha is a regal confectionery delight that epitomizes the richness of Indian sweets. Crafted from tender ash gourd (petha) pieces, soaked in a luxurious saffron-infused syrup, each bite offers a burst of sweetness and aromatic saffron flavor. This royal delicacy is beloved for its soft texture and exquisite taste, making it a cherished treat during festive celebrations and special occasions, serving as a symbol of opulence and tradition.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Kesar Angoori Petha 1 Kg,₹247.62,"Juicy and sweet petha cubes infused with saffron flavor, offering a royal taste experience.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Cham Cham 1kg,₹247.62,"Soft and spongy cylindrical sweets soaked in a light sugar syrup, bursting with traditional Bengali flavors and perfect for dessert.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Rasgulla 20pc 1.25kg,₹247.62,"Traditional Bengali rasgullas made from fresh paneer, soaked in syrup, offering a melt-in-your-mouth sweetness.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Kesar Rasbhari 1kg,₹247.62,"Delicious saffron-flavored rasgullas soaked in syrup, combining sweetness with a delicate texture.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Rajbhog 1kg,₹247.62,"Delicious and rich sweet, made from paneer and soaked in sugar syrup, offering a spongy and flavorful treat.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Gulab Jamun 12pc 1 Kg,₹228.57,"A beloved Indian dessert made from deep-fried, milk-based dough balls soaked in fragrant sugar syrup. These soft, sweet dumplings are a popular treat in Indian cuisine.""Item Includes 12 piece of Gulab Jamun in 1 KG Tin Box.",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Mix Fruit candy can 230gm,₹116.07,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Coconut Sweet can 200gm,₹131.43,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Orange candy can 230gm,₹116.07,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Kesari Coconut sweet can 200gm,₹131.43,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Paan Candy Can 230gm,₹116.07,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Namkeens & Ready To Eats,Imli Boota 200gm,₹116.07,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Gift Packs,Celebration Rejoice Hamper,₹842.05,"Indulge in the Sweet & Savory Symphony Basket, a delightful gift hamper featuring an exquisite selection of treats.

Enjoy the rich flavors of Coconut Kesari, crunchy Cookies Box with Dry Fruit Jaggery, decadent Baked Del Choco Kaju, and savory Channa Almond Bites. Plus, savor the Navratan Mix and Tasty Snacks, complemented by zesty Tangy Tomato Chips. 

Perfect for sharing or enjoying on your own!",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Gift Packs,Refreshing Treats Hamper,₹872.61,"Delight in the Refreshing Sips & Sweet Treats Basket!

A perfect gift hamper featuring delicious Apple and Litchi juices, crunchy Channa Almond Bites, indulgent Baked Del Milk Kaju Cookies, flavorful Gol Mathi, and an extra generous serving of All Time Mixture. 

Treat yourself or someone special to this delightful assortment of flavors!",Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Gift Packs,Tyohar Treats Hamper,₹1141.79,,Veg,Normal,bikanervala_raj_nagar_extension_menu.csv
Gift Packs,Premium Joy Basket Hamper,₹1411.66,"Indulge in the ultimate treat with our Premium Joy Basket! 

This luxurious gift hamper features an exquisite selection of gourmet delights, including Premium Cookies Rose Khatai, Milk Butter Cookies, and Choco Chip Cookies, along with crispy Wafers, zesty Foxnut Tomato and Chilli, and rich Dragee Dark Almonds. 

Perfectly crafted for sharing or savoring on your own, this basket is a delightful experience for all occasions!",Veg,Spicy,bikanervala_raj_nagar_extension_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun).,₹149,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces.
Qty: 195 gms| Kcal: 484 | Carbs: 49 gms| Sugar: 10 gms| Fat: 27 gms| Saturated fat: 9 gms| Protein: 11 gms|Qty: 194 Gms| Kcal: 456 | Carbs 61.6 Gms| Sugar: 9.2 Gms| Fat: 20 Gms| Saturated fat: 11.9 Gms| Protein: 7.2 Gms| Sodium: 1428.1 Mg 
Contains: Gluten, Soybean, Milk, Sesame seeds.",Veg,Normal,burgerking_raj_nagar_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Crunchy Soft Paneer Whopper Deluxe(Reg. Size Bun).,₹199,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Crunchy Soft Paneer patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces.
Qty: 225 gms| Kcal: 621 | Carbs: 57 gms| Sugar: 1 gms| Fat: 34 gms| Saturated fat: 14 gms| Protein: 21 gms|",Veg,Normal,burgerking_raj_nagar_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Molten Cheese Lava Whopper Deluxe(Reg. Size Bun).,₹199,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Molten Cheese Lava patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces.
Qty: 230 gms| Kcal: 765 | Carbs: 35 gms| Sugar: 10 gms| Fat: 54 gms| Saturated fat: 20 gms| Protein: 35 gms|",Veg,Normal,burgerking_raj_nagar_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Flame Grilled Chicken Whopper Deluxe(Reg. Size Bun).,₹199,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Flame-Grilled Chicken patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces.
Qty: 168 gms| Kcal: 327 | Carbs: 35 gms| Sugar: 1 gms| Fat: 14 gms| Saturated fat: 3 gms| Protein: 15 gms|",Non-Veg,Normal,burgerking_raj_nagar_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Smokey Crunchy Chicken Whopper Deluxe(Reg. Size Bun).,₹199,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Smokey Crunchy Chicken patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces.
Qty: 240 gms| Kcal: 834 | Carbs: 76 gms| Sugar: 9 gms| Fat: 60 gms| Saturated fat: 13 gms| Protein: 37 gms|",Non-Veg,Normal,burgerking_raj_nagar_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Flame-Grilled Mutton Whopper Deluxe(Reg. Size Bun),₹219,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Flame-Grilled Mutton patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces.
Qty: 186 gms| Kcal: 338 | Carbs: 38 gms| Sugar: 1 gms| Fat: 13 gms| Saturated fat: 4 gms| Protein: 16 gms|",Non-Veg,Normal,burgerking_raj_nagar_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Whopper Deluxe Duo.,₹318,Choose any New Whopper Deluxe + Snack,Non-Veg,Normal,burgerking_raj_nagar_menu.csv
NEW Whopper Deluxe (Reg. Size Bun),Whopper Deluxe- Saver Meals for 2.,₹731,Choose any 2 from New Whopper Deluxe Range + 2 Snacks + Coke,Non-Veg,Normal,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),2 Korean Spicy Paneer Burger @ 399.,₹598,Crunchy Soft Paneer patty dunked in hot and sweet Korean glaze with Korean sesame mayo in premium Brioche buns for authentic Korean flavours.,Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Paneer Burger.,₹299,"""Crunchy Soft Paneer patty dunked in hot and sweet Korean glaze with Korean sesame mayo in premium Brioche buns for authentic Korean flavours. 
Qty: 228 Gms| Kcal: 695.26 | Carbs 67.94 Gms| Sugar: 16.99 Gms| Fat: 38.07 Gms| Saturated fat: 15.82 Gms| Protein: 20.20 Gms| Sodium: 1744.70 Mg 
Contains: Gluten, Soybean , Milk """,Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),2 Korean Spicy Chicken Burger @ 399.,₹598,Crunchy Juicy whole muscle chicken patty dunked in hot and sweet Korean glaze with Korean sesame mayo in premium Brioche buns for authentic Korean flavours.,Non-Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Chicken Burger.,₹299,"""Crunchy Juicy whole muscle chicken patty dunked in hot and sweet Korean glaze with Korean sesame mayo in premium Brioche buns for authentic Korean flavours 
Qty: 227 Gms| Kcal: 607.27 | Carbs 55.14 Gms| Sugar: 31.59 Gms| Fat: 31.59 Gms| Saturated fat: 11.58 Gms| Protein: 25.58 Gms| Sodium: 1793.87 Mg 
Contains: Gluten, Soybean , Milk """,Non-Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Fries.,₹159,"""Cheesy Fries with hot and sweet Korean glaze. 
Qty: 174 Gms| Kcal: 496.70 | Carbs 53.57 Gms| Sugar: 10.88 Gms| Fat: 28.29 Gms| Saturated fat: 10.14 Gms| Protein: 6.94 Gms| Sodium: 1469.93 Mg 
Contains: Gluten, Soybean , Milk , Sesame seeds""",Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),2Crispy Veg Double Patty Burger+Korean Spicy Fries.,₹357,,Veg,Normal,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Chicken (4 Pc),₹199,"""Boneless Chicken dunked in hot and sweet Korean glaze.
Qty: 155 Gms| Kcal: 350.176 | Carbs 27.51 Gms| Sugar: 0 Gms| Fat: 15.5 Gms| Saturated fat: 5.75 Gms| Protein: 25.16 Gms| Sodium: 1592.60 Mg 
Contains: Gluten, Soybean , Milk , Sesame seeds""",Non-Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Chicken (4pc) + Crispy Chicken Burger.,₹298,,Non-Veg,Normal,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Chicken (7 Pc),₹299,"""Boneless Chicken dunked in hot and sweet Korean glaze. 
Qty: 221 Gms| Kcal: 595.04 | Carbs 24.77 Gms| Sugar: 0 Gms| Fat: 39.89 Gms| Saturated fat: 15.25 Gms| Protein: 34.23 Gms| Sodium: 2188.96 Mg 
Contains: Gluten, Soybean , Milk , Sesame seeds""",Non-Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Chicken Wings (4pc),₹229,"""Chicken Wings dunked in hot and sweet Korean glaze.
Qty: 172 Gms| Kcal: 496.80 | Carbs 28.19 Gms| Sugar: 0 Gms| Fat: 30.34 Gms| Saturated fat: 11.04 Gms| Protein: 27.74 Gms| Sodium: 2714.33 Mg 
Contains: Gluten, Soybean , Milk , Sesame seeds""",Non-Veg,Spicy,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),2Crispy Veg Burger+Korean Spicy Fries+2Coke.,₹399,,Veg,Normal,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),2Crispy Chicken Burger+Korean Spicy Chicken(4pc)+2Coke.,₹587,,Non-Veg,Normal,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Paneer Burger Meal.,₹553,,Veg,Normal,burgerking_raj_nagar_menu.csv
Korean Spicy Fest(Limited Time Only),Korean Spicy Chicken Burger Meal.,₹553,,Non-Veg,Normal,burgerking_raj_nagar_menu.csv
