category,name,price,description,veg_nonveg,spice_level
Restaurant,Dal Makhani With Rice,₹190,"Dal Makhani with Rice features a creamy black lentil and kidney bean curry cooked with aromatic spices, butter, and cream. Served with fragrant basmati rice. Our Dal Makhani with Rice offers authentic Indian flavours and indulgent satisfaction.",Veg,Normal
Restaurant,Purani Dilli Ke Choley Chawal,₹130,Haldiram's Purani Dilli ke Choley Chawal offers a delicious combo inspired by the flavours of Old Delhi. It features spicy and tangy choley served with fragrant basmati rice. The robust curry and aromatic rice create a satisfying and nostalgic meal.,Veg,Spicy
Restaurant,Paneer Curry With Rice,₹240,"Paneer Curry with Rice is a flavourful dish featuring succulent paneer cubes in a creamy curry. Served with steamed basmati rice, providing a perfect complement to the rich and fragrant paneer curry. Offering a delightful balance of textures and flavours.",Veg,Normal
Restaurant,Rajma Chawal,₹130,"Haldiram's Rajma Rice Combo offers tender and creamy rajma in a rich tomato-based gravy, infused with spices. Served with fragrant basmati rice, this combo creates a harmonious blend of flavours that is both satisfying and comforting.",Veg,Normal
Restaurant,Choley Bhature Classic Combo (for 5),₹1596.15,"A flavorful combo of Choley Bhature, refreshing Sweet Lassi, and sweet Gulab Jamun (serves 5).
Combo Includes : 5 Choley Bhature, 5 Sweet Lassi, 5pc Gulab Jamun",Veg,Normal
Restaurant,Special Veg Thali Feast (for 5),₹2260.70,"Relish our Special Veg Thali with refreshing Masala Shikanji (serves 5).
Combo Includes : 5 Special Veg Thali, 5 Masala Shikanji",Veg,Normal
Restaurant,Aloo Parantha With Curd - 1 pc,₹102,"Aloo Parantha is a flavourful Indian flatbread stuffed with spiced potatoes. Made from whole wheat flour, it's rolled out, filled, and cooked until golden brown and crispy. The soft and flaky paratha pairs perfectly with the spicy filling. Served with curd and pickle.",Veg,Spicy
Restaurant,Aloo Pyaz Parantha With Curd - 1 pc,₹124,"Aloo Pyaz Parantha is a flavourful Indian flatbread stuffed with spiced potatoes and onions. Made from whole wheat flour, it's rolled out, filled, and cooked until golden brown and crispy. The soft and flaky paratha pairs perfectly with the spicy filling. Served with curd and pickle.",Veg,Spicy
Restaurant,Dal Makhani,₹395,"Haldiram's Dal Makhani 400 gm is a beloved Punjabi dish known for its creamy texture and aromatic spices. This lentil curry combines black lentils and kidney beans in a velvety tomato gravy, slow cooked with butter, cream, and aromatic spices.",Veg,Normal
Restaurant,Paneer Curry,₹395,"Paneer of the day 350 gm is a delicious dish that highlights the flavours of Indian cuisine. Tender paneer cubes are cooked in a flavourful curry with spices, onions, and tomatoes. The paneer absorbs the rich flavours, creating a creamy and Savoury experience.",Veg,Normal
Restaurant,Kadhai Paneer,₹367.50,"Soft paneer in a bold, masaledar gravy, tossed with onions and capsicum—perfect with naan or rice for a hearty desi meal!",Veg,Normal
Restaurant,Mix Vegetable Sabzi,₹325,"Haldiram's Mix Vegetable Sabzi is a flavourful curry that combines fresh and colorful vegetables. Carrots, beans, peas, bell peppers, and cauliflower are cooked to perfection in a tangy tomato-based gravy with aromatic spices.",Veg,Normal
Restaurant,Paneer Tikka - 5 pcs,₹330,"Paneer Tikka showcases marinated paneer cubes, infused with spices, yogurt, and tangy lemon juice. It is cooked in traditional clay pot to achieve a charred exterior and tender interior. Served hot, garnished with cilantro, and accompanied by mint chutney or lemon wedge.",Veg,Spicy
Restaurant,Tandoori Butter Roti,₹60,"Tandoori Butter Roti is a beloved Indian bread with smoky and buttery flavours. Cooked in a traditional clay oven, it gets a slight char and a delicious smoky taste. Brushed with melted butter, it becomes soft and slightly crispy.",Veg,Normal
Restaurant,Butter Naan,₹99,"Haldiram's Butter Naan is a delectable variation of the classic Indian bread. Cooked in a tandoor, it's soft and fluffy, with a hint of crispness. What sets it apart is the generous brushing of melted butter, adding a rich and indulgent flavours.",Veg,Normal
Restaurant,Lachha Parantha,₹102,"Haldiram's Lachha Parantha is a delicious Indian flatbread known for its flaky and layered texture. It is made from whole wheat dough layered with ghee or oil, pleated, and twisted to create a visually appealing appearance. Cooked until golden brown and crispy.",Veg,Normal
Restaurant,Garlic Naan,₹99,"Haldiram's Garlic Naan is a flavourful variation of the classic Naan. It stands out with the aromatic addition of minced garlic, generously sprinkled on top before cooking. The result is a soft, slightly crispy naan infused with the distinct flavours of garlic.",Veg,Normal
Restaurant,Vegetable Noodles,₹240,"Made from wheat flour, Haldiram's vegetable noodles are stir-fried with colorful vegetables and seasoned with Chinese sauces and spices. Cooked to perfection, they offer a delightful combination of softness and chewiness. Whether enjoyed as a snack or a main course, these noodles provide a satisfying fusion of Chinese and Indian flavours.",Veg,Normal
Restaurant,Fried Rice With Chilly Paneer,₹240,"Fried Rice with Chilly Paneer is a delectable fusion dish. The rice is seasoned with aromatic spices and soy sauce, providing a Savoury base. Accompanying is succulent paneer cooked in a tangy and spicy chili sauce, stir-fried with onions and bell peppers.",Veg,Spicy
Restaurant,Chilly Garlic Noodles,₹235,"Haldiram's Chilly Garlic Noodles are expertly cooked and coated in a Savoury sauce that combines the pungency of garlic with a touch of spice. The dish is garnished with fresh herbs and vegetables, such as spring onions.",Veg,Normal
Restaurant,Noodle + Manchurian,₹235,"Soft noodles are tossed in a Savoury and tangy Manchurian sauce made with aromatic spices, soy sauce, ginger, garlic, and a hint of chili. The dish is elevated with crispy vegetable Manchurian balls and is a Savoury fusion of Chinese and Indian flavours.",Veg,Normal
Restaurant,Veg & Paneer Momos,₹119,"Delight in the exquisite flavors of Haldiram's Veg & Paneer Momos, featuring a savory filling of vegetables and paneer wrapped in a thin, delicate dough, steamed to perfection.",Veg,Normal
Restaurant,Manchurian + Fried Rice,₹185,Served with steamed fluffy rice which complements the rich flavours of the Manchurian sauce and the Manchurian balls created with finely chopped vegetables and spices cooked in a tangy and Savoury Manchurian sauce.,Veg,Normal
Restaurant,Veg Spring Roll,₹119,"Enjoy the crispy and savory goodness of Haldiram's Veg Spring Roll, filled with a delicious mix of vegetables and spices, perfect for a delightful snacking experience.",Veg,Normal
Restaurant,Chilly Paneer With Noodle,₹240,"Chilly Paneer with Noodles is a flavourful combo featuring paneer cooked in a tangy and spicy Chinese-style sauce. Stir-fried with bell peppers, onions, and green chilies. The spicy and tangy paneer with the satisfying noodles creates a harmony of flavours.",Veg,Spicy
Restaurant,Vegetable Fried Rice,₹203,"Haldiram's Chinese Vegetable Fried Rice is a popular dish that combines Chinese and Indian flavours. Stir-fried colorful vegetables, the long-grain rice is seasoned with Chinese sauces, carrot, beans and ginger.",Veg,Normal
Restaurant,Veg. Manchurian,₹265,"Vegetarian Manchurian balls are a flavourful blend of finely chopped vegetables, aromatic spices. Cooked in a Savoury and tangy Manchurian sauce with a hint of spices and a combination of soy sauce, garlic, ginger, and other seasonings for a rich taste.",Veg,Normal
Restaurant,Chilly Paneer,₹305,"Haldiram's Chilly Paneer is a flavourful Indo-Chinese dish that brings together creamy paneer with bold and spicy chili sauce. Cubes of paneer are cooked in a tantalizing blend of soy sauce, chili sauce, ginger, garlic, and aromatic spices.",Veg,Spicy
Restaurant,Idli Sambhar - 4 pcs,₹145,"Indulge in the authentic flavors of South India with exquisite Idli Sambhar combo! Made with love and carefully selected ingredients, our soft and fluffy idlis paired with a rich and flavorful sambhar will transport you to the bustling streets of South India.",Veg,Normal
Restaurant,South Indian Platter,₹375,"Haldiram's South Indian Platter captures the essence of the region's culinary heritage. It includes three iconic dishes: 3 Pc Idli, Mini Uthappam, and Mini Masala dosa. The platter offers light and fluffy idlis served with sambar and coconut chutney. Uthappam features a soft and spongy texture with vegetables, accompanied by sambar and chutney. The crispy dosa comes with sambar and chutney, providing a delightful combination.",Veg,Normal
Restaurant,Vegetable Uttapam,₹250,"Haldiram's Vegetable Uthappam is a nutritious twist on the classic dish. It features a thick and fluffy pancake-like base made from fermented rice and lentil batter. Loaded with finely chopped vegetables, it offers a vibrant and crunchy texture. The uthappam is cooked until golden brown, crispy on the outside and moist inside. Served with coconut chutney, red ginger chutney and sambhar.",Veg,Normal
Restaurant,Masala Dosa,₹240,"Masala Dosa is a beloved South Indian dish known for its crispy texture and flavourful filling. This aromatic dish features a thin dosa made from fermented rice and lentil batter, which is cooked in desi ghee, generously stuffed with a spiced potato mixture. Served with coconut chutney, red ginger chutney and sambhar.",Veg,Normal
Restaurant,Special Masala Dosa,₹250,"Haldiram's iconic South Indian dish features a crispy dosa filled with flavourful potato masala. The dosa is made from fermented rice and lentil batter and served with coconut chutney and sambar. It offers a harmonious blend of textures and flavours, loved for its authentic taste.",Veg,Normal
Restaurant,Plain Dosa,₹210,"Haldiram's Plain Dosa is a beloved South Indian delicacy known for its thin and crispy texture. This classic dish is made from a fermented batter of rice and lentils, cooked to crispy perfection. It is served with coconut chutney, red ginger chutney and sambhar.",Veg,Normal
Restaurant,Onion Rawa Masala Dosa,₹250,"Onion Rawa Masala Dosa is a flavourful South Indian dish that combines the unique texture of Rawa with a tantalizing onion-based masala filling. This crispy dosa is filled with a spiced onion mixture. Served with coconut chutney, red ginger chutney and sambhar.",Veg,Normal
Restaurant,Rawa Masala Dosa,₹235,"Rawa Masala Dosa is a flavourful South Indian delicacy that combines the unique texture of Rawa with a delicious masala filling. This crispy dosa is filled with a spiced potato mixture cooked with onions, tomatoes, and aromatic spices. Served with coconut chutney and sambar.",Veg,Normal
Restaurant,Onion Rawa Plain Dosa,₹230,"Onion Rawa Plain Dosa is a delightful South Indian dish that combines the unique texture of Rawa with the added flavour of onions. It is enhanced with finely chopped onions for a sweet and Savoury taste. Served with coconut chutney, red ginger chutney and sambhar.",Veg,Normal
Restaurant,Plain Rawa Dosa,₹220,"Plain Rawa Dosa is a beloved South Indian delicacy, known for its unique texture and delightful flavours. Made from a batter of semolina, rice flour, and spices, it creates a crispy, lacy dosa with a slightly grainy texture. Served with coconut chutney, red ginger chutney and sambhar.",Veg,Normal
Restaurant,Onion Uttapam,₹250,"Haldiram's Onion Uthappam is a Savoury twist on the classic dish. The thick and fluffy pancake-like base is made from fermented rice and lentil batter. Topped with finely chopped onions, it offers a sweet and crunchy element. The uthappam is cooked until golden brown, crispy outside and moist inside. Served with coconut chutney, red ginger chutney and sambhar, it creates a perfect flavour combination.",Veg,Normal
Restaurant,Kesar Thandai 200 ML,₹94.29,"Haldiram's Kesar Thandai is a rich and refreshing traditional Indian beverage. Infused with saffron, almonds, and aromatic spices, it offers a creamy and flavorful experience.",Veg,Normal
Restaurant,Kulhad Chai,₹199,"Savor the classic taste of our Cutting Tea, infused with the aromatic flavors of elaichi and ginger. Delivered in a tea kettle with 5 kulhads. Perfect for a refreshing break!",Veg,Normal
Restaurant,Badam Milk 200 ML,₹95.23,"Haldiram's Badam Milk is a creamy and indulgent beverage that offers a refreshing and nourishing experience. Made with almond, milk, and fragrant spices, it has a luscious texture and rich almond flavour. Enjoy chilled as a satisfying treat or soothing drink.",Veg,Normal
Restaurant,Cold Coffee 300 ML,₹95.23,"Cold Coffee is a refreshing and indulgent beverage for coffee lovers seeking a chilled treat. Made with rich Arabica coffee, milk, and sweetness, it offers a smooth and creamy consistency. Known for its balanced flavour, it combines the robust notes of Arabica coffee with creamy milk.",Veg,Normal
Restaurant,Aam Panna 200 ML,₹57.14,"Haldiram's Aam Panna is a tangy and refreshing summer drink that captures the essence of raw mangoes. Made from raw mango pulp, aromatic spices, mint leaves, and a touch of sweetness, it offers a perfect balance of flavours.",Veg,Normal
Restaurant,Masala Chaas 300 ML,₹75,"Haldiram's bottled Chaach is a refreshing and traditional Indian buttermilk beverage loved for its cooling and digestive properties. Made from yogurt, water, and aromatic spices, it has a smooth, creamy texture with a tangy, slightly salty taste. The probiotic nature of yogurt makes it beneficial for digestion, while the creamy texture adds a lusciousness to the drink.",Veg,Normal
Restaurant,Masala Shikanji 200 ML,₹57.14,"Masala Shikanji is a zesty and refreshing Indian beverage that combines the tanginess of lemon with aromatic spices. Made from freshly squeezed lemon juice, water, sugar, and a special spice blend. It offers a perfect balance of tanginess, sweetness, and spiciness.",Veg,Normal
Restaurant,Sweet Lassi 300 ML,₹95.23,"Haldiram's bottled lassi is a creamy and delicious traditional Indian yogurt-based beverage that offers a rich and satisfying taste. Made from thick yogurt, milk, and a touch of sweetness, it has a smooth and velvety texture with a tangy and slightly sweet flavour. The probiotic nature of yogurt makes it beneficial for digestion, while the creamy texture adds a lusciousness to the drink.",Veg,Normal
Restaurant,Mineral Water 500 ML,₹47.61,,Veg,Normal
Restaurant,Emarti,₹325.71,"Discover the sweetness with Haldiram Emarti, a delightful round flower-shaped dessert that steals your heart at the very first bite.",Veg,Normal
Restaurant,Gulab Jamun - 2 pcs,₹72.38,"Give your taste buds a yummilious experience with Haldiram's Gulab Jamun!  Made with the finest ingredients using traditional Indian recipes, these golden-brown Gulab Jamun are the epitome of delicious sweetness.",Veg,Normal
Restaurant,Rasgulla - 2 pcs,₹34.28,"This delightful sweet treat is known for its soft & spongy texture, soaked in light sugary syrup. Haldiram's Rasgulla is crafted to perfection, promising a mouthful of  sweetness with every bite.",Veg,Normal
Restaurant,Jalebi,₹283.81,"Haldiram’s Jalebi is made from a traditional recipe using the finest ingredients, these golden, crispy spirals soaked in fragrant sugar syrup will take you to a world of deliciousness.",Veg,Normal
Restaurant,Kala Gulab Jamun - 1 pc,₹36.19,"Haldiram's Kala Jamun is a rich and indulgent Indian dessert. Made from khoya and deep-fried to a dark, luscious perfection, these sweet treats are soaked in a fragrant sugar syrup.",Veg,Normal
Restaurant,Long Gulab Jamun - 2 pcs,₹72.38,"Haldiram's Long Jamun is an exquisite Indian dessert known for its elongated shape and rich, melt-in-your-mouth texture.",Veg,Normal
Sweets,Kaju Katli,₹570.47,"Indulge in the irresistible sweetness of Haldiram's Kaju Burfi Made with the finest quality cashews, this Indian sweet has a delectable taste. Each bite of this treat will take you to a world of rich flavors.",Veg,Normal
Sweets,Coconut Burfi,₹651.42,"Haldiram's Coconut Burfi is a sweet delight for your taste buds and is the perfect choice for all occasions. It is made with handpicked coconuts and blended with aromatic spices, this tender and mouthwatering treat is an irresistible delight for all.",Veg,Normal
Sweets,Plain Burfi,₹322.86,"Treat yourself to the authentic taste of Haldiram's plain burfi, prepared with the goodness of khoya. Soft and velvety in texture, this mouth-watering sweet is a perfect combination of traditional flavours and quality.",Veg,Normal
Sweets,Pista Burfi,₹384.75,Haldiram's Pista Burfi is a delightful Indian sweet that combines the nuttiness of pistachio and the creaminess of milk to perfection!,Veg,Normal
Sweets,Besan Ladoo,₹440,"Enjoy the delightful fusion of tradition and taste with Haldiram's Besan Ladoo. Made with the finest roasted dry fruits, these ladoos are a delicious and rich sweet delight with the perfect balance of nutrition & indulgence.",Veg,Normal
Sweets,Moti Choor Ladoo,₹331.42,"Haldiram's delectable Moti Choor Laddoo is a delightful treat for your taste buds. Crafted using the best-quality ingredients, these laddoos are an epitome of a perfect fusion of tradition and flavors.",Veg,Normal
Sweets,Moti Boondi Laddoo,₹570.47,"Haldiram's Boondi Ladoo is a delicious traditional Indian sweet. Made with high-quality ingredients, these laddoos offer a perfect blend of rich flavors and authentic taste.",Veg,Normal
Sweets,Coconut Dry Fruit Ladoo,₹880,"Indulge in the delightful flavors of Haldiram's Coconut Dry Fruit Laddoo, a perfect fusion of tropical coconut and luscious dry fruits.",Veg,Normal
Sweets,Atta Ladoo,₹440,"Enjoy the delightful fusion of tradition and taste with Haldiram's Atta Ladoo.  Made with the finest roasted dry fruits, these ladoos are a delicious and rich sweet delight with the perfect balance of nutrition & indulgence.",Veg,Normal
Sweets,Doda Burfi,₹318.09,"Treat yourself to the delectable Doda Burfi, a traditional  sweet made with love and perfection. Handcrafted using premium quality ingredients, this mouthwatering dessert will leave you craving for more.",Veg,Normal
Sweets,Moong Dal Halwa,₹189.05,"Dive into the richness of Haldiram's Moong Dal Ka Halwa – a decadent dessert blending golden moong dal, ghee, and aromatic spices for an unforgettable taste experience.",Veg,Normal
Sweets,MYSORE PAK (500gm),₹341.90,"Haldiram's Mysore Pak is an authentic Indian sweet with a delectable flavour and rich aroma. Made with the finest besan and desi ghee, this sweet has a distinctive melt-in-mouth texture that will satisfy your cravings for sweets.",Veg,Normal
Sweets,Moong dal burfi (500gm),₹380.95,"Haldiram Moong Dal Burfi is a delectable treat that combines the goodness of moong dal flour, khoya, and ghee. Each bite of this rich and flavorful burfi ensures to satisfy your sweet tooth.",Veg,Normal
Sweets,Mysore Pak,₹341.43,"Haldiram's Mysore Pak is an authentic Indian sweet with a delectable flavour and rich aroma. Made with the finest besan and desi ghee, this sweet has a distinctive melt-in-mouth texture that will satisfy your cravings for sweets.",Veg,Normal
Sweets,Special Pinni,₹742.85,"Treat your taste buds to the sweet and savory goodness of Haldiram's Special Pinni, made with the goodness of whole wheat and infused with crunchy nuts.",Veg,Normal
Sweets,Moong Dal Burfi,₹380.95,"Haldiram Moong Dal Burfi is a delectable treat that combines the goodness of moong dal flour, khoya, and ghee. Each bite of this rich and flavorful burfi ensures to satisfy your sweet tooth.",Veg,Normal
Sweets,Chana dry fruit burfi,₹390.47,"Taste the perfect blend of dry fruits and chana with Haldiram's Chana Dry Fruit Burfi. With its combination of crunchy textures and sweetness, this treat is a true delight for your taste buds.",Veg,Normal
Sweets,Soan Cake,₹114.28,Traditional Indian Flaky Sweet with Almonds and Pistachios,Veg,Normal
Sweets,PATISA (400gm),₹254.28,"Haldiram’s Patisa is one of the most popular sweets with a rich taste. Full of aroma and flavours, it is a delicate and flaky sweet that will melt in your mouth.",Veg,Normal
Sweets,Kala Gulab Jamun (500gm),₹331.42,"Haldiram's Kala Jamun is a rich and indulgent Indian dessert. Made from khoya and deep-fried to a dark, luscious perfection, these sweet treats are soaked in a fragrant sugar syrup.",Veg,Normal
Sweets,Rasgulla Box - 12 pcs,₹214.28,"This delightful sweet treat is known for its soft & spongy texture, soaked in light sugary syrup. Haldiram's Rasgulla is crafted to perfection, promising a mouthful of  sweetness with every bite.",Veg,Normal
Sweets,Small Gulab Jamun (500gm),₹273.33,"Haldiram's Small Gulab Jamun is a delightful Indian sweet made from soft, golden-brown dough balls, gently soaked in fragrant sugar syrup.",Veg,Normal
Sweets,Milk Cake (packed),₹380,"Haldiram's Milk Cake is a classic dessert that combines the richness of milk with the sweetness of sugar, creating delectable taste.",Veg,Normal
Sweets,Long Gulab Jamun (500gm),₹315.23,"Haldiram's Long Jamun is an exquisite Indian dessert known for its elongated shape and rich, melt-in-your-mouth texture.",Veg,Normal
Sweets,Tin Raj Bhog,₹257.14,"Haldiram's Tin Raj Bhog is an exquisite Indian dessert made from soft, spongy balls of chenna filled with a delightful mix of dry fruits and saffron.",Veg,Normal
Sweets,White Rasbhari (500gm),₹187.62,"Haldiram's White Rasbhari is a classic Indian dessert made from soft, spongy balls of chenna soaked in sweet, fragrant sugar syrup.",Veg,Normal
Sweets,Tin Kesar Rasbhari,₹257.14,"Haldiram's Tin Kesar Rasbhari is a premium Indian dessert featuring soft, spongy balls of chenna infused with the rich aroma of saffron.",Veg,Normal
Syrups,Syrup Rose 750ml,₹144.06,,Veg,Normal
Syrups,Syrup Pineapple Crush 750ml,₹151.78,,Veg,Normal
Syrups,Syrup Mango Panna 750ml,₹151.78,,Veg,Normal
Syrups,Syrup Thandai Kesaria 750ml,₹290.17,,Veg,Normal
Cherish By Haldiram's,Dark Almond Bar,₹118.64,"Caramelised almonds, coated in chocolatey indulgence.",Veg,Normal
Cherish By Haldiram's,Classic Milk Bar,₹118.64,"Silky, smooth choco indulgence in every bite.",Veg,Normal
Cherish By Haldiram's,Fruit & Nut Bar,₹127.12,"Crunchy cashew, pistachio and berry bits covered in choco bliss.",Veg,Normal
Cherish By Haldiram's,Almond Pralines - 9 pcs,₹161.01,Soft chocolatey shells filled with crunchy almonds bits.,Veg,Normal
Cherish By Haldiram's,Dark Almond Rocks,₹161.01,"Chocolatey binge bites loaded with rich, crunchy almonds.",Veg,Normal
Cherish By Haldiram's,Hazelnut Truffles - 9 pcs,₹194.91,"Crunchy bite-sized hazelnut delight, covered in creamy choco.",Veg,Normal
Cherish By Haldiram's,Fruit & Nut Selection Pralines - 16 pcs,₹529.66,"An assortment of fruit and nut indulgence covered in a sea of rich, choco heaven.",Veg,Normal
Namkeen & Ready to Eat,Aloo Bhujia (440gm),₹91.96,Haldiram's Aloo Bhujia is a popular Indian snack produced by the well-known brand Haldiram. It is a crispy and flavorful snack made primarily from potatoes (aloo) and gram flour (besan).,Veg,Normal
